# Lecture 37 - 3D space frame (truss), converted for StructLab. SI units, Z up.
# Source: Vertices.csv / Edges.csv / Force-Data.csv / Restraint-Data.csv + notebook constants
# E = 200 GPa, A = 0.005 m2 for every member; bars (pin-pin, axial only).
#NODES
id,x,y,z
228,22.5,25.5,18.58998489
229,24,30,17.34744644
230,21,27,16.77295303
231,22.5,28.5,18.58998489
232,21,30,16.77295303
233,34.5,28.5,20.39572906
234,33,27,18.72397995
235,36,30,18.92142105
236,34.5,25.5,20.39572906
237,33,24,18.72397995
238,31.5,25.5,20.10785675
239,34.5,22.5,20.39572906
240,36,24,18.92142105
241,33,18,18.72397995
242,34.5,13.5,20.39572906
243,36,18,18.92142105
244,33,9,18.72397995
245,31.5,4.5,20.10785675
246,36,0,18.92142105
247,31.5,28.5,20.10785675
248,31.5,13.5,20.10785675
249,33,6,18.72397995
250,33,12,18.72397995
251,37.5,28.5,20.50143433
252,36,27,18.92142105
253,39,30,19.00143433
254,39,27,19.00143433
255,36,21,18.92142105
256,34.5,19.5,20.39572906
257,36,15,18.92142105
258,39,6,19.00143433
259,39,12,19.00143433
260,36,9,18.92142105
261,34.5,4.5,20.39572906
262,39,9,19.00143433
263,39,15,19.00143433
264,37.5,4.5,20.50143433
265,39,0,19.00143433
266,34.5,16.5,20.39572906
267,36,6,18.92142105
268,36,12,18.92142105
269,34.5,7.5,20.39572906
270,34.5,10.5,20.39572906
271,36,3,18.92142105
272,34.5,1.5,20.39572906
273,39,24,19.00143433
274,37.5,22.5,20.50143433
275,37.5,25.5,20.50143433
276,42,27,18.92142105
277,40.5,22.5,20.50143433
278,39,21,19.00143433
279,37.5,19.5,20.50143433
280,42,24,18.92142105
281,39,18,19.00143433
282,40.5,16.5,20.50143433
283,42,18,18.92142105
284,42,6,18.92142105
285,42,12,18.92142105
286,42,15,18.92142105
287,42,3,18.92142105
288,40.5,1.5,20.50143433
289,37.5,16.5,20.50143433
290,37.5,13.5,20.50143433
291,37.5,7.5,20.50143433
292,37.5,10.5,20.50143433
293,39,3,19.00143433
294,37.5,1.5,20.50143433
295,42,30,18.92142105
296,43.5,28.5,20.39572906
297,45,30,18.72397995
298,40.5,25.5,20.50143433
299,45,27,18.72397995
300,45,21,18.72397995
301,42,21,18.92142105
302,40.5,19.5,20.50143433
303,43.5,19.5,20.39572906
304,45,18,18.72397995
305,45,12,18.72397995
306,42,9,18.92142105
307,40.5,4.5,20.50143433
308,45,9,18.72397995
309,45,15,18.72397995
310,45,3,18.72397995
311,45,0,18.72397995
312,40.5,28.5,20.50143433
313,40.5,13.5,20.50143433
314,40.5,7.5,20.50143433
315,40.5,10.5,20.50143433
316,42,0,18.92142105
317,46.5,28.5,20.10785675
318,48,30,18.36679268
319,45,24,18.72397995
320,43.5,22.5,20.39572906
321,43.5,25.5,20.39572906
322,46.5,19.5,20.10785675
323,46.5,16.5,20.10785675
324,46.5,13.5,20.10785675
325,48,18,18.36679268
326,48,6,18.36679268
327,48,12,18.36679268
328,46.5,7.5,20.10785675
329,43.5,4.5,20.39572906
330,48,9,18.36679268
331,48,3,18.36679268
332,46.5,1.5,20.10785675
333,43.5,16.5,20.39572906
334,43.5,13.5,20.39572906
335,45,6,18.72397995
336,43.5,7.5,20.39572906
337,43.5,10.5,20.39572906
338,43.5,1.5,20.39572906
339,48,27,18.36679268
340,49.5,25.5,19.68169403
341,48,24,18.36679268
342,46.5,22.5,20.10785675
343,46.5,25.5,20.10785675
344,51,21,17.89334488
345,48,21,18.36679268
346,51,24,17.89334488
347,48,15,18.36679268
348,51,6,17.89334488
349,51,12,17.89334488
350,46.5,4.5,20.10785675
351,49.5,4.5,19.68169403
352,46.5,10.5,20.10785675
353,48,0,18.36679268
354,51,30,17.89334488
355,51,27,17.89334488
356,54,30,17.34744644
357,49.5,22.5,19.68169403
358,52.5,22.5,19.16111374
359,49.5,19.5,19.68169403
360,54,24,17.34744644
361,51,18,17.89334488
362,54,18,17.34744644
363,51,15,17.89334488
364,51,9,17.89334488
365,54,9,17.34744644
366,52.5,10.5,19.16111374
367,49.5,28.5,19.68169403
368,49.5,16.5,19.68169403
369,49.5,13.5,19.68169403
370,49.5,7.5,19.68169403
371,49.5,10.5,19.68169403
372,51,3,17.89334488
373,49.5,1.5,19.68169403
374,51,0,17.89334488
375,54,27,17.34744644
376,52.5,25.5,19.16111374
377,55.5,22.5,18.58998489
378,54,21,17.34744644
379,52.5,19.5,19.16111374
380,55.5,19.5,18.58998489
381,54,15,17.34744644
382,57,6,16.77295303
383,55.5,7.5,18.58998489
384,52.5,4.5,19.16111374
385,55.5,10.5,18.58998489
386,57,15,16.77295303
387,55.5,1.5,18.58998489
388,57,0,16.77295303
389,52.5,28.5,19.16111374
390,52.5,16.5,19.16111374
391,52.5,13.5,19.16111374
392,54,6,17.34744644
393,54,12,17.34744644
394,52.5,7.5,19.16111374
395,54,3,17.34744644
396,52.5,1.5,19.16111374
397,54,0,17.34744644
398,57,30,16.77295303
399,57,27,16.77295303
400,58.5,25.5,18.01218224
401,57,24,16.77295303
402,55.5,25.5,18.58998489
403,58.5,22.5,18.01218224
404,57,21,16.77295303
405,60,24,16.21373177
406,57,18,16.77295303
407,58.5,16.5,18.01218224
408,60,18,16.21373177
409,60,6,16.21373177
410,60,12,16.21373177
411,57,9,16.77295303
412,55.5,4.5,18.58998489
413,58.5,10.5,18.01218224
414,58.5,4.5,18.01218224
415,60,0,16.21373177
416,55.5,28.5,18.58998489
417,55.5,16.5,18.58998489
418,55.5,13.5,18.58998489
419,57,12,16.77295303
420,57,3,16.77295303
421,60,30,16.21373177
422,61.5,28.5,17.47158051
423,60,27,16.21373177
424,63,30,15.7136507
425,61.5,25.5,17.47158051
426,63,27,15.7136507
427,61.5,22.5,17.47158051
428,63,21,15.7136507
429,60,21,16.21373177
430,58.5,19.5,18.01218224
431,63,24,15.7136507
432,61.5,19.5,17.47158051
433,61.5,16.5,17.47158051
434,60,15,16.21373177
435,63,6,15.7136507
436,60,9,16.21373177
437,63,9,15.7136507
438,61.5,1.5,17.47158051
439,63,0,15.7136507
440,58.5,28.5,18.01218224
441,58.5,13.5,18.01218224
442,58.5,7.5,18.01218224
443,60,3,16.21373177
444,58.5,1.5,18.01218224
445,64.5,28.5,17.01204872
446,66,30,15.31658077
447,66,21,15.31658077
448,66,24,15.31658077
449,64.5,19.5,17.01204872
450,63,18,15.7136507
451,64.5,16.5,17.01204872
452,64.5,13.5,17.01204872
453,66,18,15.31658077
454,63,15,15.7136507
455,66,6,15.31658077
456,66,12,15.31658077
457,64.5,7.5,17.01204872
458,61.5,4.5,17.47158051
459,64.5,10.5,17.01204872
460,66,3,15.31658077
461,61.5,13.5,17.47158051
462,63,12,15.7136507
463,61.5,7.5,17.47158051
464,61.5,10.5,17.47158051
465,63,3,15.7136507
466,66,27,15.31658077
467,69,30,15.0663929
468,67.5,25.5,16.67745972
469,64.5,22.5,17.01204872
470,64.5,25.5,17.01204872
471,69,27,15.0663929
472,69,24,15.0663929
473,67.5,19.5,16.67745972
474,67.5,16.5,16.67745972
475,67.5,13.5,16.67745972
476,69,18,15.0663929
477,66,15,15.31658077
478,69,6,15.0663929
479,66,9,15.31658077
480,64.5,4.5,17.01204872
481,69,9,15.0663929
482,67.5,10.5,16.67745972
483,69,15,15.0663929
484,69,0,15.0663929
485,64.5,1.5,17.01204872
486,66,0,15.31658077
487,72,30,15.00143528
488,67.5,22.5,16.67745972
489,70.5,22.5,16.51169014
490,72,21,15.00143528
491,69,21,15.0663929
492,72,6,15.00143528
493,72,12,15.00143528
494,70.5,7.5,16.51169014
495,67.5,4.5,16.67745972
496,70.5,10.5,16.51169014
497,72,15,15.00143528
498,70.5,1.5,16.51169014
499,72,0,15.00143528
500,67.5,28.5,16.67745972
501,69,12,15.0663929
502,67.5,7.5,16.67745972
503,69,3,15.0663929
504,67.5,1.5,16.67745972
505,72,27,15.00143528
506,75,30,15.00143528
507,73.5,25.5,16.50143433
508,72,24,15.00143528
509,70.5,25.5,16.51169014
510,75,27,15.00143528
511,73.5,22.5,16.50143433
512,70.5,19.5,16.51169014
513,75,24,15.00143528
514,73.5,19.5,16.50143433
515,72,18,15.00143528
516,73.5,16.5,16.50143433
517,73.5,13.5,16.50143433
518,75,18,15.00143528
519,75,12,15.00143528
520,73.5,7.5,16.50143433
521,72,9,15.00143528
522,70.5,4.5,16.51169014
523,73.5,10.5,16.50143433
524,73.5,4.5,16.50143433
525,70.5,28.5,16.51169014
526,70.5,16.5,16.51169014
527,70.5,13.5,16.51169014
528,72,3,15.00143528
529,76.5,28.5,16.50143433
530,78,30,15.00143528
531,76.5,25.5,16.50143433
532,78,27,15.00143528
533,76.5,22.5,16.50143433
534,78,21,15.00143528
535,75,21,15.00143528
536,78,24,15.00143528
537,76.5,19.5,16.50143433
538,76.5,16.5,16.50143433
539,76.5,13.5,16.50143433
540,78,18,15.00143528
541,75,15,15.00143528
542,78,6,15.00143528
543,78,12,15.00143528
544,76.5,7.5,16.50143433
545,75,9,15.00143528
546,78,9,15.00143528
547,76.5,10.5,16.50143433
548,78,15,15.00143528
549,76.5,4.5,16.50143433
550,78,3,15.00143528
551,76.5,1.5,16.50143433
552,78,0,15.00143528
553,73.5,28.5,16.50143433
554,75,6,15.00143528
555,75,3,15.00143528
556,73.5,1.5,16.50143433
557,75,0,15.00143528
558,3,3,0.001435279846
559,3,27,0.001435279846
560,75,3,0.001435279846
561,75,27,0.001435279846
#MEMBERS
id,node_i,node_j,etype,E,A
1,2,3,bar,2e+11,0.005
2,2,4,bar,2e+11,0.005
3,4,3,bar,2e+11,0.005
4,5,3,bar,2e+11,0.005
5,7,20,bar,2e+11,0.005
6,20,21,bar,2e+11,0.005
7,7,21,bar,2e+11,0.005
8,19,17,bar,2e+11,0.005
9,15,16,bar,2e+11,0.005
10,10,12,bar,2e+11,0.005
11,11,12,bar,2e+11,0.005
12,14,11,bar,2e+11,0.005
13,14,12,bar,2e+11,0.005
14,259,263,bar,2e+11,0.005
15,7,19,bar,2e+11,0.005
16,16,18,bar,2e+11,0.005
17,18,15,bar,2e+11,0.005
18,16,17,bar,2e+11,0.005
19,19,16,bar,2e+11,0.005
20,251,253,bar,2e+11,0.005
21,18,17,bar,2e+11,0.005
22,13,21,bar,2e+11,0.005
23,7,13,bar,2e+11,0.005
24,2,14,bar,2e+11,0.005
25,2,5,bar,2e+11,0.005
26,10,14,bar,2e+11,0.005
27,5,10,bar,2e+11,0.005
28,10,16,bar,2e+11,0.005
29,5,15,bar,2e+11,0.005
30,251,252,bar,2e+11,0.005
31,3,15,bar,2e+11,0.005
32,16,13,bar,2e+11,0.005
33,13,17,bar,2e+11,0.005
34,15,13,bar,2e+11,0.005
35,12,18,bar,2e+11,0.005
36,3,12,bar,2e+11,0.005
37,14,3,bar,2e+11,0.005
38,3,10,bar,2e+11,0.005
39,10,18,bar,2e+11,0.005
40,10,15,bar,2e+11,0.005
41,11,4,bar,2e+11,0.005
42,4,14,bar,2e+11,0.005
43,13,19,bar,2e+11,0.005
44,19,21,bar,2e+11,0.005
45,24,26,bar,2e+11,0.005
46,26,25,bar,2e+11,0.005
47,24,25,bar,2e+11,0.005
48,30,28,bar,2e+11,0.005
49,31,30,bar,2e+11,0.005
50,35,33,bar,2e+11,0.005
51,34,35,bar,2e+11,0.005
52,33,32,bar,2e+11,0.005
53,34,33,bar,2e+11,0.005
54,36,35,bar,2e+11,0.005
55,41,39,bar,2e+11,0.005
56,40,41,bar,2e+11,0.005
57,42,41,bar,2e+11,0.005
58,39,40,bar,2e+11,0.005
59,42,39,bar,2e+11,0.005
60,49,44,bar,2e+11,0.005
61,47,45,bar,2e+11,0.005
62,45,49,bar,2e+11,0.005
63,47,46,bar,2e+11,0.005
64,46,44,bar,2e+11,0.005
65,48,47,bar,2e+11,0.005
66,47,49,bar,2e+11,0.005
67,48,45,bar,2e+11,0.005
68,45,44,bar,2e+11,0.005
69,45,46,bar,2e+11,0.005
70,48,49,bar,2e+11,0.005
71,22,24,bar,2e+11,0.005
72,24,30,bar,2e+11,0.005
73,26,22,bar,2e+11,0.005
74,21,26,bar,2e+11,0.005
75,22,25,bar,2e+11,0.005
76,21,9,bar,2e+11,0.005
77,19,9,bar,2e+11,0.005
78,9,25,bar,2e+11,0.005
79,256,255,bar,2e+11,0.005
80,21,22,bar,2e+11,0.005
81,26,19,bar,2e+11,0.005
82,26,9,bar,2e+11,0.005
83,17,9,bar,2e+11,0.005
84,264,258,bar,2e+11,0.005
85,25,28,bar,2e+11,0.005
86,22,30,bar,2e+11,0.005
87,264,261,bar,2e+11,0.005
88,24,28,bar,2e+11,0.005
89,23,30,bar,2e+11,0.005
90,263,257,bar,2e+11,0.005
91,30,34,bar,2e+11,0.005
92,28,33,bar,2e+11,0.005
93,30,35,bar,2e+11,0.005
94,34,24,bar,2e+11,0.005
95,31,34,bar,2e+11,0.005
96,34,28,bar,2e+11,0.005
97,31,35,bar,2e+11,0.005
98,23,31,bar,2e+11,0.005
99,31,36,bar,2e+11,0.005
100,23,36,bar,2e+11,0.005
101,41,32,bar,2e+11,0.005
102,35,40,bar,2e+11,0.005
103,35,41,bar,2e+11,0.005
104,40,34,bar,2e+11,0.005
105,262,260,bar,2e+11,0.005
106,40,32,bar,2e+11,0.005
107,40,33,bar,2e+11,0.005
108,258,262,bar,2e+11,0.005
109,39,47,bar,2e+11,0.005
110,32,46,bar,2e+11,0.005
111,41,47,bar,2e+11,0.005
112,39,46,bar,2e+11,0.005
113,39,32,bar,2e+11,0.005
114,42,47,bar,2e+11,0.005
115,262,259,bar,2e+11,0.005
116,42,48,bar,2e+11,0.005
117,45,39,bar,2e+11,0.005
118,52,50,bar,2e+11,0.005
119,52,51,bar,2e+11,0.005
120,53,54,bar,2e+11,0.005
121,53,51,bar,2e+11,0.005
122,50,53,bar,2e+11,0.005
123,54,51,bar,2e+11,0.005
124,56,64,bar,2e+11,0.005
125,271,267,bar,2e+11,0.005
126,269,270,bar,2e+11,0.005
127,267,269,bar,2e+11,0.005
128,60,62,bar,2e+11,0.005
129,61,62,bar,2e+11,0.005
130,270,268,bar,2e+11,0.005
131,60,58,bar,2e+11,0.005
132,56,58,bar,2e+11,0.005
133,60,56,bar,2e+11,0.005
134,272,271,bar,2e+11,0.005
135,55,65,bar,2e+11,0.005
136,54,60,bar,2e+11,0.005
137,250,248,bar,2e+11,0.005
138,54,61,bar,2e+11,0.005
139,51,61,bar,2e+11,0.005
140,62,58,bar,2e+11,0.005
141,61,58,bar,2e+11,0.005
142,60,61,bar,2e+11,0.005
143,67,68,bar,2e+11,0.005
144,73,74,bar,2e+11,0.005
145,74,71,bar,2e+11,0.005
146,73,71,bar,2e+11,0.005
147,76,77,bar,2e+11,0.005
148,81,80,bar,2e+11,0.005
149,80,82,bar,2e+11,0.005
150,81,82,bar,2e+11,0.005
151,65,67,bar,2e+11,0.005
152,68,65,bar,2e+11,0.005
153,239,240,bar,2e+11,0.005
154,237,238,bar,2e+11,0.005
155,236,237,bar,2e+11,0.005
156,64,55,bar,2e+11,0.005
157,236,238,bar,2e+11,0.005
158,233,234,bar,2e+11,0.005
159,233,235,bar,2e+11,0.005
160,55,66,bar,2e+11,0.005
161,66,73,bar,2e+11,0.005
162,243,241,bar,2e+11,0.005
163,74,76,bar,2e+11,0.005
164,74,77,bar,2e+11,0.005
165,71,77,bar,2e+11,0.005
166,77,80,bar,2e+11,0.005
167,75,80,bar,2e+11,0.005
168,71,75,bar,2e+11,0.005
169,75,81,bar,2e+11,0.005
170,83,84,bar,2e+11,0.005
171,87,88,bar,2e+11,0.005
172,84,87,bar,2e+11,0.005
173,83,87,bar,2e+11,0.005
174,239,237,bar,2e+11,0.005
175,240,237,bar,2e+11,0.005
176,238,234,bar,2e+11,0.005
177,237,234,bar,2e+11,0.005
178,239,236,bar,2e+11,0.005
179,236,234,bar,2e+11,0.005
180,240,236,bar,2e+11,0.005
181,98,91,bar,2e+11,0.005
182,236,233,bar,2e+11,0.005
183,244,250,bar,2e+11,0.005
184,249,244,bar,2e+11,0.005
185,84,93,bar,2e+11,0.005
186,84,88,bar,2e+11,0.005
187,245,249,bar,2e+11,0.005
188,88,98,bar,2e+11,0.005
189,88,94,bar,2e+11,0.005
190,98,94,bar,2e+11,0.005
191,87,98,bar,2e+11,0.005
192,238,247,bar,2e+11,0.005
193,234,247,bar,2e+11,0.005
194,101,102,bar,2e+11,0.005
195,242,248,bar,2e+11,0.005
196,233,247,bar,2e+11,0.005
197,242,250,bar,2e+11,0.005
198,111,110,bar,2e+11,0.005
199,70,95,bar,2e+11,0.005
200,114,115,bar,2e+11,0.005
201,78,99,bar,2e+11,0.005
202,78,97,bar,2e+11,0.005
203,85,100,bar,2e+11,0.005
204,104,90,bar,2e+11,0.005
205,102,96,bar,2e+11,0.005
206,86,104,bar,2e+11,0.005
207,86,100,bar,2e+11,0.005
208,6,92,bar,2e+11,0.005
209,29,92,bar,2e+11,0.005
210,97,69,bar,2e+11,0.005
211,103,101,bar,2e+11,0.005
212,89,103,bar,2e+11,0.005
213,92,1,bar,2e+11,0.005
214,106,101,bar,2e+11,0.005
215,95,72,bar,2e+11,0.005
216,72,99,bar,2e+11,0.005
217,72,97,bar,2e+11,0.005
218,108,111,bar,2e+11,0.005
219,29,6,bar,2e+11,0.005
220,111,114,bar,2e+11,0.005
221,37,27,bar,2e+11,0.005
222,57,37,bar,2e+11,0.005
223,43,27,bar,2e+11,0.005
224,57,38,bar,2e+11,0.005
225,57,43,bar,2e+11,0.005
226,59,43,bar,2e+11,0.005
227,118,124,bar,2e+11,0.005
228,124,125,bar,2e+11,0.005
229,118,125,bar,2e+11,0.005
230,121,122,bar,2e+11,0.005
231,79,63,bar,2e+11,0.005
232,69,59,bar,2e+11,0.005
233,63,69,bar,2e+11,0.005
234,118,123,bar,2e+11,0.005
235,123,122,bar,2e+11,0.005
236,121,118,bar,2e+11,0.005
237,8,1,bar,2e+11,0.005
238,6,1,bar,2e+11,0.005
239,29,27,bar,2e+11,0.005
240,38,37,bar,2e+11,0.005
241,38,43,bar,2e+11,0.005
242,37,43,bar,2e+11,0.005
243,63,59,bar,2e+11,0.005
244,63,57,bar,2e+11,0.005
245,123,125,bar,2e+11,0.005
246,57,59,bar,2e+11,0.005
247,130,129,bar,2e+11,0.005
248,131,132,bar,2e+11,0.005
249,135,136,bar,2e+11,0.005
250,137,136,bar,2e+11,0.005
251,137,134,bar,2e+11,0.005
252,78,72,bar,2e+11,0.005
253,79,69,bar,2e+11,0.005
254,70,78,bar,2e+11,0.005
255,70,72,bar,2e+11,0.005
256,143,142,bar,2e+11,0.005
257,142,144,bar,2e+11,0.005
258,143,144,bar,2e+11,0.005
259,90,85,bar,2e+11,0.005
260,86,85,bar,2e+11,0.005
261,125,129,bar,2e+11,0.005
262,130,125,bar,2e+11,0.005
263,90,86,bar,2e+11,0.005
264,118,130,bar,2e+11,0.005
265,129,123,bar,2e+11,0.005
266,124,130,bar,2e+11,0.005
267,100,95,bar,2e+11,0.005
268,130,131,bar,2e+11,0.005
269,99,97,bar,2e+11,0.005
270,104,100,bar,2e+11,0.005
271,132,135,bar,2e+11,0.005
272,132,136,bar,2e+11,0.005
273,105,107,bar,2e+11,0.005
274,136,141,bar,2e+11,0.005
275,112,113,bar,2e+11,0.005
276,134,141,bar,2e+11,0.005
277,141,142,bar,2e+11,0.005
278,139,142,bar,2e+11,0.005
279,134,139,bar,2e+11,0.005
280,139,143,bar,2e+11,0.005
281,145,146,bar,2e+11,0.005
282,145,147,bar,2e+11,0.005
283,147,146,bar,2e+11,0.005
284,148,146,bar,2e+11,0.005
285,150,156,bar,2e+11,0.005
286,116,117,bar,2e+11,0.005
287,117,119,bar,2e+11,0.005
288,117,120,bar,2e+11,0.005
289,138,133,bar,2e+11,0.005
290,128,138,bar,2e+11,0.005
291,128,133,bar,2e+11,0.005
292,149,158,bar,2e+11,0.005
293,150,153,bar,2e+11,0.005
294,145,154,bar,2e+11,0.005
295,145,148,bar,2e+11,0.005
296,152,154,bar,2e+11,0.005
297,148,152,bar,2e+11,0.005
298,148,157,bar,2e+11,0.005
299,148,155,bar,2e+11,0.005
300,157,155,bar,2e+11,0.005
301,146,155,bar,2e+11,0.005
302,155,153,bar,2e+11,0.005
303,154,146,bar,2e+11,0.005
304,146,152,bar,2e+11,0.005
305,152,155,bar,2e+11,0.005
306,147,154,bar,2e+11,0.005
307,163,162,bar,2e+11,0.005
308,127,126,bar,2e+11,0.005
309,128,126,bar,2e+11,0.005
310,126,133,bar,2e+11,0.005
311,127,128,bar,2e+11,0.005
312,169,170,bar,2e+11,0.005
313,172,169,bar,2e+11,0.005
314,172,168,bar,2e+11,0.005
315,156,149,bar,2e+11,0.005
316,158,162,bar,2e+11,0.005
317,159,162,bar,2e+11,0.005
318,149,159,bar,2e+11,0.005
319,162,165,bar,2e+11,0.005
320,163,165,bar,2e+11,0.005
321,159,163,bar,2e+11,0.005
322,107,119,bar,2e+11,0.005
323,163,167,bar,2e+11,0.005
324,170,165,bar,2e+11,0.005
325,167,170,bar,2e+11,0.005
326,119,109,bar,2e+11,0.005
327,167,172,bar,2e+11,0.005
328,112,126,bar,2e+11,0.005
329,126,113,bar,2e+11,0.005
